============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 250

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 204
  Box Loss      : 0.1926
  Class Loss    : 0.4211
  mAP50         : 0.8780  (87.8%)
  mAP50-95      : 0.8780  (87.8%)
  Precision     : 0.8540
  Recall        : 0.8455
  F1 Score      : 0.8497

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 182
  Precision     : 0.9110
  Recall        : 0.8052
  F1 Score      : 0.8548

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
     83    0.4086    0.7503   0.7649   0.7483   0.7199   0.7338
     84    0.3944    0.7428   0.7862   0.7794   0.7212   0.7492
     85    0.3812    0.7302   0.7908   0.6478   0.7630   0.7007
     86    0.3885    0.7296   0.7998   0.6863   0.7531   0.7181
     87    0.3677    0.7117   0.8437   0.7943   0.7758   0.7849
     88    0.3816    0.7483   0.8009   0.7525   0.6893   0.7196
     89    0.3655    0.6913   0.8252   0.7676   0.7360   0.7515
     90    0.3888    0.7231   0.8082   0.6862   0.8340   0.7529
     91    0.3945    0.7404   0.7212   0.6642   0.6894   0.6766
     92    0.3762    0.6975   0.8446   0.7583   0.7742   0.7662
     93    0.3788    0.7108   0.8462   0.7152   0.8448   0.7746
     94    0.3619    0.6897   0.7613   0.7662   0.7111   0.7376
     95    0.3410    0.6716   0.7762   0.7273   0.7504   0.7387
     96    0.3792    0.6963   0.7542   0.6758   0.7463   0.7093
     97    0.3661    0.6532   0.7779   0.7048   0.7407   0.7223
     98    0.3582    0.6398   0.8044   0.8058   0.6975   0.7477
     99    0.3807    0.7099   0.8320   0.7854   0.7557   0.7703
    100    0.3726    0.6777   0.7665   0.8025   0.6752   0.7334
    101    0.3523    0.7036   0.8121   0.7491   0.7490   0.7491
    102    0.3523    0.6567   0.8388   0.7426   0.8323   0.7849
    103    0.3358    0.6450   0.8507   0.8012   0.7998   0.8005
    104    0.3541    0.6388   0.8489   0.8132   0.7411   0.7755
    105    0.3506    0.6236   0.8195   0.7959   0.7296   0.7613
    106    0.3667    0.6429   0.8719   0.8192   0.7603   0.7887
    107    0.3550    0.6632   0.8407   0.7413   0.7853   0.7627
    108    0.3366    0.6344   0.8213   0.7680   0.7512   0.7595
    109    0.3252    0.6607   0.8376   0.7532   0.7917   0.7720
    110    0.3625    0.6729   0.7459   0.7017   0.6828   0.6921
    111    0.3313    0.6219   0.8008   0.8419   0.6772   0.7506
    112    0.3361    0.6415   0.7907   0.9017   0.6396   0.7484
    113    0.3277    0.5884   0.8142   0.8126   0.6967   0.7502
    114    0.3517    0.6756   0.8283   0.7670   0.7801   0.7735
    115    0.3479    0.6048   0.8116   0.7551   0.7473   0.7512
    116    0.3357    0.5980   0.8223   0.7972   0.7526   0.7742
    117    0.3186    0.5767   0.8229   0.7359   0.7894   0.7617
