============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 100

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 67
  Box Loss      : 0.2953
  Class Loss    : 0.6618
  mAP50         : 0.8784  (87.8%)
  mAP50-95      : 0.8780  (87.8%)
  Precision     : 0.7457
  Recall        : 0.8614
  F1 Score      : 0.7994

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 81
  Precision     : 0.8555
  Recall        : 0.7895
  F1 Score      : 0.8212

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
     91    0.1422    0.3922   0.8167   0.8389   0.7077   0.7677
     92    0.1291    0.2101   0.8111   0.7444   0.7609   0.7526
     93    0.1201    0.1497   0.8067   0.8320   0.6999   0.7602
     94    0.1176    0.2040   0.8655   0.8390   0.7601   0.7976
     95    0.1131    0.1417   0.8510   0.8478   0.7253   0.7818
     96    0.1045    0.1293   0.8403   0.8096   0.7537   0.7807
     97    0.0956    0.1328   0.8416   0.8064   0.7664   0.7859
     98    0.0870    0.1247   0.8363   0.7742   0.7841   0.7791
     99    0.0828    0.1211   0.8445   0.8221   0.7764   0.7986
    100    0.0905    0.1109   0.8433   0.8413   0.7520   0.7941
============================================================
