============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 300

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 226
  Box Loss      : 0.2509
  Class Loss    : 0.4110
  mAP50         : 0.8694  (86.9%)
  mAP50-95      : 0.8403  (84.0%)
  Precision     : 0.8234
  Recall        : 0.8019
  F1 Score      : 0.8125

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 203
  Precision     : 0.8377
  Recall        : 0.8004
  F1 Score      : 0.8186

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
     83    0.4181    0.8224   0.7611   0.6717   0.7290   0.6992
     84    0.4209    0.8162   0.8179   0.7156   0.7741   0.7437
     85    0.4017    0.8009   0.7943   0.7868   0.7453   0.7655
     86    0.4053    0.8119   0.7879   0.6413   0.7680   0.6990
     87    0.4031    0.7770   0.7868   0.7649   0.6975   0.7297
     88    0.4005    0.8348   0.7559   0.7919   0.6407   0.7083
     89    0.3852    0.7611   0.7813   0.7399   0.7453   0.7426
     90    0.3820    0.7902   0.7859   0.8223   0.6285   0.7124
     91    0.3966    0.7945   0.7265   0.7115   0.6476   0.6781
     92    0.3794    0.7615   0.8070   0.7542   0.7364   0.7452
     93    0.3822    0.7566   0.7703   0.6676   0.7298   0.6973
     94    0.3787    0.7911   0.7940   0.6567   0.8134   0.7267
     95    0.3761    0.7609   0.8235   0.7666   0.7100   0.7372
     96    0.3787    0.7537   0.8119   0.7708   0.6657   0.7144
     97    0.3603    0.6927   0.8162   0.6979   0.7571   0.7263
     98    0.3695    0.7168   0.7053   0.6821   0.7060   0.6938
     99    0.3990    0.7988   0.7018   0.6504   0.7109   0.6793
    100    0.3770    0.7852   0.7898   0.7422   0.7993   0.7697
    101    0.3741    0.8059   0.7941   0.8542   0.6004   0.7051
    102    0.3677    0.7395   0.7749   0.8730   0.6306   0.7323
    103    0.3548    0.7340   0.7789   0.6239   0.7605   0.6855
    104    0.3570    0.7450   0.7984   0.7560   0.7294   0.7425
    105    0.3775    0.7330   0.8336   0.7539   0.7753   0.7644
    106    0.3735    0.7119   0.8275   0.7240   0.7905   0.7558
    107    0.3827    0.7571   0.7744   0.7410   0.7465   0.7438
    108    0.3636    0.7370   0.8237   0.7503   0.7683   0.7592
    109    0.3721    0.7323   0.7269   0.6864   0.6816   0.6840
    110    0.3659    0.7324   0.7356   0.6985   0.7123   0.7053
    111    0.3578    0.6655   0.8509   0.7653   0.8251   0.7941
    112    0.3353    0.6785   0.7912   0.7299   0.7584   0.7439
    113    0.3457    0.6486   0.8342   0.7599   0.7886   0.7740
    114    0.3710    0.7420   0.7967   0.7489   0.7125   0.7302
    115    0.3681    0.6955   0.8029   0.7681   0.6946   0.7295
    116    0.3559    0.6970   0.7625   0.7932   0.6766   0.7303
    117    0.3530    0.6633   0.7943   0.7293   0.7944   0.7605
    118    0.3432    0.6860   0.6576   0.6315   0.5660   0.5969
    119    0.3636    0.7259   0.8153   0.7822   0.7550   0.7684
    120    0.3484    0.6769   0.8120   0.7231   0.7309   0.7270
    121    0.3771    0.7132   0.8036   0.7608   0.7635   0.7622
    122    0.3449    0.6976   0.7771   0.7152   0.7395   0.7272
    123    0.3646    0.6641   0.7788   0.8259   0.6336   0.7171
    124    0.3559    0.6519   0.8218   0.7635   0.7525   0.7579
    125    0.3356    0.6353   0.7771   0.7633   0.6823   0.7205
    126    0.3054    0.6279   0.7541   0.6922   0.7679   0.7281
    127    0.3380    0.6205   0.7630   0.7046   0.6741   0.6890
    128    0.3520    0.7168   0.7648   0.8123   0.6521   0.7234
    129    0.3374    0.7075   0.7808   0.7099   0.7511   0.7299
    130    0.3320    0.7032   0.7512   0.6369   0.7063   0.6698
    131    0.3498    0.6502   0.7735   0.8042   0.6819   0.7380
    132    0.3259    0.6516   0.8038   0.7658   0.7630   0.7644
    133    0.3274    0.6372   0.7734   0.7421   0.7052   0.7231
    134    0.3344    0.6296   0.8184   0.7754   0.7236   0.7486
    135    0.3499    0.6612   0.7966   0.7789   0.6959   0.7351
    136    0.3298    0.5992   0.7647   0.7184   0.7778   0.7469
    137    0.3490    0.6741   0.7528   0.6944   0.7227   0.7082
    138    0.3442    0.6383   0.8156   0.7213   0.7769   0.7480
    139    0.3466    0.6361   0.8197   0.7681   0.7416   0.7546
    140    0.3386    0.6483   0.8246   0.8357   0.7046   0.7646
    141    0.3291    0.6283   0.8200   0.7750   0.7200   0.7465
    142    0.3229    0.6047   0.7873   0.6653   0.7967   0.7251
    143    0.3315    0.6250   0.8227   0.7833   0.7437   0.7630
    144    0.3205    0.6202   0.7854   0.7490   0.7500   0.7495
    145    0.3166    0.6174   0.7894   0.7726   0.7543   0.7633
    146    0.3186    0.6384   0.8196   0.7946   0.7283   0.7600
    147    0.3202    0.6209   0.8136   0.7499   0.7771   0.7633
    148    0.3074    0.5788   0.8408   0.7844   0.7997   0.7920
    149    0.3264    0.6224   0.8146   0.7032   0.8194   0.7568
    150    0.3169    0.5648   0.7987   0.7506   0.7533   0.7519
    151    0.3174    0.6081   0.8157   0.7505   0.7774   0.7637
    152    0.3027    0.6160   0.8350   0.7445   0.8396   0.7892
    153    0.3241    0.6674   0.7681   0.7338   0.7333   0.7336
    154    0.3117    0.5904   0.8038   0.7042   0.7884   0.7439
