============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 50

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 40
  Box Loss      : 0.3511
  Class Loss    : 0.8317
  mAP50         : 0.8290  (82.9%)
  mAP50-95      : 0.7965  (79.7%)
  Precision     : 0.6985
  Recall        : 0.8335
  F1 Score      : 0.7600

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 49
  Precision     : 0.7402
  Recall        : 0.8194
  F1 Score      : 0.7778

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
      1    1.1348    4.2447   0.1441   0.0765   0.7278   0.1384
      2    0.9202    1.8063   0.3171   0.4203   0.3474   0.3804
      3    0.8328    1.6247   0.4364   0.3589   0.5608   0.4377
      4    0.8860    1.5178   0.5682   0.5237   0.6121   0.5645
      5    0.8331    1.4191   0.4082   0.4746   0.3543   0.4057
      6    0.7865    1.4264   0.5609   0.5913   0.4823   0.5313
      7    0.7785    1.3366   0.6126   0.5165   0.6744   0.5850
      8    0.7248    1.3140   0.5472   0.7151   0.4793   0.5739
      9    0.6933    1.3026   0.5843   0.4779   0.6467   0.5496
     10    0.6698    1.2605   0.6394   0.6580   0.5928   0.6237
     11    0.6209    1.2527   0.6334   0.4208   0.7905   0.5492
     12    0.6476    1.2448   0.6308   0.4248   0.7975   0.5544
     13    0.6096    1.1899   0.6396   0.5332   0.7020   0.6060
     14    0.5866    1.2263   0.6675   0.7703   0.5323   0.6295
     15    0.5439    1.1755   0.6846   0.6500   0.6364   0.6431
     16    0.5667    1.2192   0.7161   0.5494   0.7302   0.6270
     17    0.5903    1.1658   0.6955   0.6661   0.6477   0.6568
     18    0.5656    1.1329   0.6697   0.5304   0.6845   0.5977
     19    0.5362    1.0746   0.7227   0.6181   0.8051   0.6993
     20    0.5185    1.0776   0.6805   0.6188   0.6646   0.6409
     21    0.4889    1.0698   0.7179   0.6884   0.6920   0.6902
     22    0.5029    1.0521   0.6961   0.5568   0.7063   0.6227
     23    0.5057    1.0376   0.7732   0.7196   0.6987   0.7090
     24    0.4995    1.0386   0.7151   0.5972   0.6532   0.6240
     25    0.4527    0.9679   0.7209   0.7649   0.6109   0.6793
     26    0.4491    0.9949   0.5682   0.5954   0.4848   0.5344
     27    0.4642    1.0073   0.7794   0.7343   0.6791   0.7056
     28    0.4505    0.9948   0.7685   0.6430   0.7675   0.6997
     29    0.4594    0.9606   0.7863   0.6992   0.7384   0.7183
     30    0.4645    0.9537   0.8199   0.6312   0.8076   0.7086
     31    0.4503    0.9678   0.8019   0.6666   0.7507   0.7062
     32    0.4110    0.8771   0.7994   0.6654   0.7982   0.7258
     33    0.4132    0.8682   0.8260   0.7103   0.7848   0.7457
     34    0.4319    0.9537   0.8115   0.6433   0.7951   0.7112
     35    0.3916    0.9066   0.8158   0.7346   0.7533   0.7438
     36    0.3723    0.8483   0.7905   0.5987   0.8009   0.6852
     37    0.3647    0.8411   0.7998   0.7851   0.7263   0.7545
     38    0.3555    0.8519   0.8029   0.7258   0.7678   0.7462
     39    0.3531    0.8471   0.8028   0.8062   0.6843   0.7403
     40    0.3511    0.8317   0.8290   0.6985   0.8335   0.7600
     41    0.3241    0.6266   0.7907   0.6235   0.7770   0.6918
     42    0.2298    0.5389   0.7946   0.8011   0.6889   0.7408
     43    0.1997    0.4478   0.7759   0.6388   0.7927   0.7075
     44    0.1970    0.4074   0.8092   0.6735   0.8061   0.7338
     45    0.1815    0.3801   0.8013   0.7382   0.7241   0.7311
     46    0.1719    0.3816   0.8073   0.7286   0.7916   0.7588
     47    0.1629    0.3609   0.8196   0.7465   0.7916   0.7684
     48    0.1487    0.3492   0.8259   0.7140   0.8297   0.7675
     49    0.1416    0.3463   0.8216   0.7402   0.8194   0.7778
     50    0.1273    0.3019   0.8260   0.7304   0.8218   0.7734
============================================================
