============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 100

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 77
  Box Loss      : 0.3236
  Class Loss    : 0.7162
  mAP50         : 0.8161  (81.6%)
  mAP50-95      : 0.7504  (75.0%)
  Precision     : 0.8129
  Recall        : 0.7100
  F1 Score      : 0.7580

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 82
  Precision     : 0.7983
  Recall        : 0.7279
  F1 Score      : 0.7615

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
      1    1.1348    4.2447   0.1441   0.0765   0.7278   0.1384
      2    0.9289    1.8077   0.3267   0.3899   0.3810   0.3854
      3    0.8627    1.6235   0.4477   0.3474   0.6486   0.4525
      4    0.8145    1.4925   0.4939   0.4574   0.5902   0.5154
      5    0.7367    1.4191   0.5547   0.4981   0.5988   0.5438
      6    0.7743    1.4532   0.4065   0.3955   0.4577   0.4243
      7    0.7736    1.4013   0.6107   0.4878   0.5753   0.5279
      8    0.7050    1.3701   0.5500   0.4219   0.6633   0.5158
      9    0.6717    1.3139   0.6885   0.5223   0.7298   0.6089
     10    0.6653    1.2648   0.6361   0.4817   0.6546   0.5550
     11    0.6278    1.2394   0.5698   0.7279   0.4576   0.5619
     12    0.6364    1.2491   0.6567   0.5513   0.7354   0.6302
     13    0.6021    1.2233   0.5629   0.4124   0.7149   0.5230
     14    0.6065    1.2598   0.6442   0.6857   0.5211   0.5922
     15    0.6116    1.2124   0.6480   0.4587   0.7047   0.5557
     16    0.6180    1.2536   0.6929   0.5365   0.6918   0.6043
     17    0.6060    1.2185   0.6727   0.6053   0.7081   0.6527
     18    0.5412    1.1682   0.5497   0.4631   0.5435   0.5001
