============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 200

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 197
  Box Loss      : 0.0645
  Class Loss    : 0.0685
  mAP50         : 0.8841  (88.4%)
  mAP50-95      : 0.8680  (86.8%)
  Precision     : 0.8381
  Recall        : 0.8069
  F1 Score      : 0.8222

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 182
  Precision     : 0.8503
  Recall        : 0.8193
  F1 Score      : 0.8345

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
    106    0.3085    0.6003   0.8012   0.7966   0.7725   0.7844
    107    0.3114    0.5718   0.8109   0.7610   0.8304   0.7942
    108    0.3073    0.5763   0.7886   0.7884   0.7292   0.7576
    109    0.3093    0.5773   0.8504   0.7583   0.8080   0.7824
    110    0.3170    0.5711   0.8216   0.7442   0.8456   0.7917
    111    0.3203    0.5641   0.8328   0.7889   0.8182   0.8033
    112    0.3113    0.6050   0.8290   0.8273   0.8075   0.8173
    113    0.2901    0.5626   0.8094   0.7829   0.7743   0.7786
    114    0.2999    0.5461   0.8334   0.8055   0.7729   0.7889
    115    0.3045    0.5391   0.8069   0.7633   0.7910   0.7769
    116    0.3214    0.6011   0.8251   0.8371   0.7486   0.7904
    117    0.3169    0.5709   0.8164   0.8061   0.7836   0.7947
    118    0.2872    0.5263   0.8188   0.7809   0.7849   0.7829
    119    0.2786    0.5386   0.8525   0.8594   0.7799   0.8177
    120    0.2972    0.5105   0.8496   0.8249   0.8006   0.8126
    121    0.2838    0.5418   0.8436   0.7654   0.8286   0.7958
    122    0.2919    0.5397   0.8214   0.8041   0.7422   0.7719
    123    0.2696    0.5053   0.8071   0.8229   0.7620   0.7913
    124    0.2869    0.5558   0.8048   0.7951   0.7513   0.7726
    125    0.2969    0.5463   0.8149   0.8086   0.7900   0.7992
    126    0.2769    0.5059   0.8154   0.7688   0.8043   0.7861
    127    0.2840    0.5139   0.8154   0.8216   0.7725   0.7963
    128    0.2694    0.4933   0.8433   0.8243   0.7797   0.8013
    129    0.2905    0.5409   0.8236   0.8136   0.7730   0.7928
    130    0.2695    0.4961   0.8080   0.7581   0.7957   0.7765
    131    0.2635    0.5387   0.8580   0.8016   0.8324   0.8167
    132    0.2720    0.5189   0.8136   0.7612   0.8030   0.7815
    133    0.2565    0.4958   0.8309   0.7945   0.7792   0.7868
    134    0.2693    0.5408   0.8338   0.8462   0.7736   0.8083
    135    0.2570    0.4851   0.8204   0.8495   0.7709   0.8083
    136    0.2523    0.4959   0.8283   0.8522   0.7479   0.7966
    137    0.2480    0.4747   0.8248   0.7860   0.7983   0.7921
    138    0.2499    0.4982   0.8368   0.8089   0.8232   0.8160
    139    0.2465    0.4708   0.8466   0.7686   0.8261   0.7963
    140    0.2460    0.4814   0.8405   0.7433   0.8300   0.7842
    141    0.2552    0.4752   0.8563   0.8215   0.8066   0.8140
    142    0.2367    0.4475   0.8412   0.7991   0.7936   0.7963
    143    0.2281    0.4640   0.8394   0.8465   0.8004   0.8228
    144    0.2429    0.4640   0.8326   0.7868   0.8065   0.7965
    145    0.2276    0.4558   0.8341   0.8411   0.7895   0.8145
    146    0.2524    0.4888   0.8278   0.7718   0.8473   0.8078
    147    0.2394    0.4467   0.8523   0.7830   0.8321   0.8068
    148    0.2264    0.4502   0.8463   0.7717   0.8191   0.7947
    149    0.2472    0.4807   0.8462   0.7936   0.7725   0.7829
    150    0.2371    0.4768   0.8439   0.7509   0.8185   0.7832
    151    0.2240    0.4373   0.8377   0.8086   0.8063   0.8074
    152    0.2333    0.4673   0.8231   0.7782   0.8115   0.7945
    153    0.2341    0.4856   0.8421   0.8325   0.7683   0.7991
    154    0.2268    0.4423   0.8328   0.7568   0.8346   0.7938
    155    0.2155    0.4287   0.8404   0.8241   0.7684   0.7953
    156    0.2118    0.4083   0.8266   0.8308   0.7782   0.8036
    157    0.2152    0.4512   0.8521   0.8198   0.7901   0.8047
    158    0.2061    0.4126   0.8445   0.8634   0.7562   0.8062
    159    0.2045    0.4562   0.8579   0.7987   0.8215   0.8100
    160    0.2122    0.4358   0.8358   0.8272   0.7511   0.7873
    161    0.2036    0.4294   0.8629   0.8259   0.8039   0.8147
    162    0.2041    0.4350   0.8425   0.8122   0.7859   0.7988
    163    0.1961    0.4331   0.8577   0.8189   0.8233   0.8211
    164    0.2005    0.4407   0.8382   0.8467   0.7763   0.8100
    165    0.1926    0.4129   0.8449   0.8253   0.7776   0.8007
    166    0.2046    0.4525   0.8460   0.7720   0.8141   0.7925
    167    0.2049    0.4415   0.8510   0.8104   0.8164   0.8134
    168    0.1966    0.4137   0.8450   0.8044   0.7772   0.7906
    169    0.1836    0.3866   0.8532   0.8277   0.8145   0.8210
    170    0.2008    0.4356   0.8611   0.8269   0.8315   0.8292
    171    0.1870    0.4178   0.8659   0.8150   0.8410   0.8278
    172    0.1785    0.4032   0.8770   0.8613   0.7874   0.8227
    173    0.1996    0.4647   0.8661   0.8227   0.8283   0.8255
    174    0.1802    0.3792   0.8479   0.8279   0.8292   0.8285
    175    0.1900    0.4268   0.8527   0.8077   0.8480   0.8274
    176    0.1864    0.3925   0.8650   0.7960   0.8411   0.8179
    177    0.1776    0.4007   0.8619   0.8436   0.8122   0.8276
    178    0.1796    0.4286   0.8665   0.8507   0.8047   0.8271
    179    0.1791    0.3872   0.8624   0.8618   0.7961   0.8277
    180    0.1799    0.3882   0.8605   0.8453   0.8077   0.8261
    181    0.1709    0.3780   0.8660   0.8483   0.8088   0.8281
    182    0.1699    0.3745   0.8606   0.8503   0.8193   0.8345
    183    0.1708    0.4324   0.8523   0.8789   0.7781   0.8255
    184    0.1693    0.3686   0.8595   0.8373   0.7847   0.8102
    185    0.1628    0.4033   0.8582   0.8335   0.7945   0.8135
    186    0.1681    0.3928   0.8526   0.8184   0.8023   0.8103
    187    0.1513    0.3669   0.8730   0.8297   0.8231   0.8264
    188    0.1523    0.3813   0.8655   0.8435   0.8031   0.8228
    189    0.1534    0.3598   0.8568   0.8379   0.7970   0.8169
    190    0.1591    0.3584   0.8620   0.8613   0.8088   0.8342
    191    0.0883    0.2632   0.8261   0.8230   0.7995   0.8111
    192    0.0829    0.1774   0.8416   0.8689   0.7929   0.8292
    193    0.0833    0.0939   0.8555   0.8342   0.8240   0.8291
    194    0.0757    0.0851   0.8759   0.8408   0.8070   0.8235
    195    0.0695    0.0654   0.8821   0.7975   0.8486   0.8222
    196    0.0681    0.0626   0.8832   0.8405   0.8103   0.8251
    197    0.0645    0.0685   0.8841   0.8381   0.8069   0.8222
    198    0.0607    0.0503   0.8747   0.8349   0.8154   0.8250
    199    0.0600    0.0710   0.8728   0.8480   0.8134   0.8303
    200    0.0575    0.0535   0.8753   0.8403   0.8241   0.8321
============================================================
