============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 250

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 122
  Box Loss      : 0.3301
  Class Loss    : 0.5826
  mAP50         : 0.8932  (89.3%)
  mAP50-95      : 0.8822  (88.2%)
  Precision     : 0.8502
  Recall        : 0.8312
  F1 Score      : 0.8406

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 190
  Precision     : 0.8880
  Recall        : 0.8107
  F1 Score      : 0.8476

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
     83    0.3987    0.6836   0.8217   0.8053   0.7801   0.7925
     84    0.3939    0.7356   0.8147   0.7513   0.7935   0.7718
     85    0.3941    0.6939   0.8378   0.8024   0.8045   0.8035
     86    0.3660    0.6331   0.8205   0.7623   0.7959   0.7787
     87    0.3858    0.7080   0.7895   0.7701   0.7149   0.7415
     88    0.3781    0.6635   0.7869   0.8219   0.7086   0.7611
     89    0.3686    0.6792   0.7892   0.7555   0.7143   0.7343
     90    0.3699    0.6770   0.8061   0.8548   0.6767   0.7554
     91    0.3543    0.6585   0.7993   0.7328   0.7781   0.7547
     92    0.3684    0.6368   0.7738   0.7525   0.6508   0.6979
     93    0.3845    0.6804   0.8138   0.7592   0.7886   0.7737
     94    0.3700    0.6394   0.8517   0.7740   0.8182   0.7955
     95    0.3889    0.6876   0.8384   0.7682   0.8057   0.7865
     96    0.3599    0.6482   0.8098   0.7267   0.8293   0.7746
     97    0.3700    0.6531   0.8330   0.8099   0.7646   0.7866
     98    0.3608    0.6333   0.8438   0.7895   0.7940   0.7918
     99    0.3448    0.6223   0.8608   0.8783   0.7575   0.8134
    100    0.3561    0.6269   0.8059   0.7283   0.7324   0.7304
    101    0.3618    0.6097   0.7918   0.8122   0.7198   0.7632
    102    0.3692    0.6454   0.8359   0.8054   0.7770   0.7910
    103    0.3677    0.6176   0.8428   0.8329   0.7751   0.8030
    104    0.3681    0.6464   0.8267   0.7528   0.7619   0.7573
    105    0.3393    0.5927   0.8801   0.8890   0.7978   0.8410
    106    0.3437    0.6252   0.8681   0.8076   0.8459   0.8263
    107    0.3499    0.6060   0.8164   0.8294   0.7438   0.7843
    108    0.3376    0.6241   0.8321   0.7947   0.7501   0.7717
    109    0.3413    0.6105   0.8363   0.7912   0.7864   0.7888
    110    0.3434    0.6042   0.8439   0.8117   0.7647   0.7875
    111    0.3526    0.6244   0.8620   0.8083   0.8330   0.8205
    112    0.3434    0.6226   0.8596   0.7765   0.8575   0.8150
    113    0.3390    0.5824   0.8536   0.7399   0.8472   0.7899
    114    0.3275    0.5753   0.8327   0.7744   0.8106   0.7921
    115    0.3292    0.5801   0.7877   0.7386   0.7703   0.7541
    116    0.3532    0.6360   0.8235   0.8349   0.7531   0.7919
    117    0.3449    0.5976   0.8594   0.8012   0.8555   0.8275
    118    0.3293    0.5555   0.7836   0.7250   0.7611   0.7427
    119    0.3347    0.5620   0.8520   0.8509   0.8094   0.8296
    120    0.3319    0.5501   0.8145   0.8814   0.7479   0.8092
    121    0.3231    0.5667   0.8629   0.8635   0.8249   0.8437
    122    0.3301    0.5826   0.8932   0.8502   0.8312   0.8406
    123    0.3189    0.5403   0.8616   0.7629   0.8427   0.8008
    124    0.3249    0.5806   0.8405   0.7996   0.7845   0.7920
    125    0.3398    0.5615   0.8144   0.7234   0.7833   0.7522
    126    0.3272    0.5471   0.8235   0.7226   0.8615   0.7860
    127    0.3146    0.5296   0.8499   0.7574   0.8007   0.7784
    128    0.3063    0.5309   0.8671   0.7923   0.8581   0.8239
    129    0.3190    0.5868   0.8462   0.8264   0.8340   0.8302
    130    0.2974    0.5346   0.8329   0.8468   0.7542   0.7978
    131    0.3014    0.5681   0.8570   0.8826   0.7310   0.7996
    132    0.3079    0.5728   0.8006   0.8087   0.7314   0.7681
    133    0.2928    0.5466   0.8735   0.8596   0.8024   0.8300
    134    0.2964    0.5765   0.8781   0.8406   0.8157   0.8279
    135    0.2914    0.5408   0.7864   0.8028   0.7344   0.7671
    136    0.3049    0.5657   0.8551   0.8155   0.8218   0.8187
    137    0.2938    0.5171   0.8490   0.8364   0.7467   0.7890
    138    0.2882    0.5413   0.8360   0.7284   0.8231   0.7728
    139    0.2882    0.5363   0.8926   0.8272   0.7789   0.8023
    140    0.3023    0.5274   0.8642   0.7535   0.8503   0.7990
    141    0.2935    0.5282   0.8620   0.8333   0.8325   0.8329
    142    0.2842    0.4918   0.8151   0.7776   0.7666   0.7721
    143    0.2910    0.5149   0.8529   0.8415   0.8110   0.8260
    144    0.2933    0.5233   0.8785   0.8649   0.8060   0.8344
    145    0.2797    0.4951   0.8696   0.8307   0.8052   0.8178
    146    0.3038    0.5122   0.8668   0.7920   0.8477   0.8189
    147    0.2684    0.4738   0.8405   0.8158   0.7615   0.7877
    148    0.2892    0.4784   0.8469   0.8042   0.8113   0.8077
    149    0.2853    0.5250   0.8279   0.8757   0.7335   0.7983
    150    0.2723    0.5313   0.8516   0.8522   0.7986   0.8245
    151    0.2505    0.5023   0.8523   0.7973   0.8181   0.8076
    152    0.2597    0.5014   0.8365   0.8529   0.7593   0.8034
    153    0.2732    0.5303   0.8529   0.7982   0.7913   0.7947
    154    0.2809    0.4909   0.8186   0.8321   0.7558   0.7921
    155    0.2694    0.4785   0.8255   0.7719   0.8042   0.7877
    156    0.2560    0.4602   0.8283   0.7562   0.8123   0.7832
    157    0.2602    0.4779   0.8328   0.7485   0.8211   0.7831
    158    0.2624    0.4523   0.8470   0.8048   0.7762   0.7903
    159    0.2572    0.5007   0.8270   0.7915   0.7958   0.7936
    160    0.2540    0.4822   0.8166   0.7834   0.7877   0.7855
    161    0.2488    0.4795   0.8506   0.7988   0.8118   0.8053
    162    0.2659    0.4798   0.8144   0.7435   0.7796   0.7611
    163    0.2546    0.4762   0.8690   0.8197   0.7995   0.8095
    164    0.2478    0.4820   0.8717   0.8406   0.8152   0.8277
    165    0.2438    0.4621   0.8168   0.7955   0.8159   0.8056
    166    0.2501    0.5001   0.8609   0.8742   0.7862   0.8279
    167    0.2495    0.4969   0.8652   0.8488   0.8446   0.8467
    168    0.2334    0.4416   0.8308   0.8041   0.8113   0.8077
    169    0.2330    0.4476   0.8047   0.7781   0.6980   0.7358
    170    0.2555    0.4889   0.8540   0.7626   0.8402   0.7995
    171    0.2382    0.4712   0.8378   0.7529   0.7969   0.7743
    172    0.2383    0.4734   0.7410   0.7952   0.7113   0.7509
    173    0.2443    0.5229   0.8556   0.8203   0.8033   0.8117
    174    0.2380    0.4386   0.8488   0.8178   0.7822   0.7996
    175    0.2527    0.4872   0.8362   0.8802   0.7390   0.8035
    176    0.2396    0.4516   0.8291   0.8040   0.8008   0.8024
    177    0.2343    0.4349   0.8274   0.8200   0.7893   0.8044
    178    0.2388    0.4742   0.8607   0.7871   0.8246   0.8054
    179    0.2349    0.4422   0.8741   0.8779   0.7991   0.8367
    180    0.2357    0.4336   0.8522   0.7839   0.8589   0.8196
    181    0.2197    0.4200   0.8476   0.8359   0.8184   0.8271
    182    0.2241    0.4308   0.8402   0.8461   0.7538   0.7973
    183    0.2287    0.4853   0.8564   0.8565   0.8070   0.8310
    184    0.2238    0.4050   0.8623   0.8757   0.7781   0.8240
    185    0.2150    0.4233   0.8667   0.8383   0.8390   0.8386
    186    0.2224    0.4414   0.8673   0.8768   0.8089   0.8415
    187    0.2114    0.4192   0.8564   0.8888   0.7799   0.8308
    188    0.2034    0.4194   0.8714   0.8502   0.8297   0.8398
    189    0.2109    0.4097   0.8717   0.8297   0.8249   0.8273
    190    0.2128    0.4013   0.8689   0.8880   0.8107   0.8476
    191    0.2067    0.3785   0.8566   0.8222   0.8256   0.8239
    192    0.2142    0.4546   0.8516   0.7922   0.7899   0.7910
    193    0.2097    0.4242   0.8700   0.8951   0.7577   0.8207
    194    0.2039    0.3976   0.8772   0.8907   0.7919   0.8384
    195    0.2131    0.4032   0.8544   0.8189   0.7858   0.8020
    196    0.2055    0.4189   0.8712   0.8932   0.7682   0.8260
    197    0.2114    0.4493   0.8720   0.8606   0.7945   0.8262
    198    0.2039    0.4303   0.8673   0.8705   0.7828   0.8243
    199    0.2008    0.3833   0.8626   0.8621   0.8210   0.8411
    200    0.1916    0.3731   0.8566   0.8198   0.8408   0.8302
    201    0.1952    0.3661   0.8423   0.8092   0.8252   0.8171
    202    0.1972    0.4149   0.8417   0.8256   0.8140   0.8198
    203    0.1997    0.3955   0.8524   0.8288   0.8407   0.8347
    204    0.1917    0.4164   0.8466   0.8136   0.8313   0.8224
    205    0.1961    0.4126   0.8460   0.8386   0.7996   0.8187
    206    0.1870    0.3896   0.8610   0.8101   0.8139   0.8120
    207    0.1808    0.4011   0.8467   0.8301   0.7943   0.8118
    208    0.1765    0.4018   0.8434   0.8014   0.8228   0.8119
    209    0.1840    0.3800   0.8151   0.8064   0.7918   0.7990
    210    0.1860    0.4110   0.8610   0.8202   0.8272   0.8237
    211    0.1865    0.3599   0.8640   0.8596   0.8124   0.8353
    212    0.1814    0.3878   0.8557   0.8817   0.7752   0.8250
    213    0.1745    0.3815   0.8636   0.8317   0.8295   0.8306
    214    0.1784    0.4042   0.8587   0.8302   0.8064   0.8181
    215    0.1867    0.4087   0.8582   0.8556   0.7806   0.8164
    216    0.1707    0.3978   0.8639   0.8350   0.8022   0.8183
    217    0.1768    0.3765   0.8435   0.8802   0.7693   0.8210
    218    0.1746    0.3874   0.8678   0.8563   0.8136   0.8344
    219    0.1684    0.3849   0.8697   0.8392   0.8489   0.8440
    220    0.1780    0.4061   0.8601   0.8109   0.8336   0.8221
    221    0.1593    0.3414   0.8716   0.8510   0.8031   0.8264
    222    0.1708    0.3812   0.8613   0.8895   0.7740   0.8277
    223    0.1655    0.3618   0.8512   0.8046   0.8077   0.8062
    224    0.1628    0.3699   0.8567   0.8659   0.7907   0.8266
    225    0.1758    0.4000   0.8722   0.8328   0.8579   0.8452
    226    0.1586    0.3378   0.8634   0.8350   0.8148   0.8248
    227    0.1669    0.3973   0.8413   0.8922   0.7543   0.8175
    228    0.1559    0.3967   0.8566   0.8375   0.7978   0.8172
    229    0.1729    0.4154   0.8618   0.8808   0.7797   0.8272
    230    0.1571    0.3563   0.8650   0.8605   0.8042   0.8314
    231    0.1457    0.3653   0.8732   0.8304   0.8339   0.8321
    232    0.1488    0.3625   0.8690   0.8327   0.8133   0.8229
    233    0.1498    0.3818   0.8700   0.8939   0.7674   0.8258
    234    0.1573    0.3943   0.8694   0.8787   0.7953   0.8349
    235    0.1590    0.3734   0.8640   0.8901   0.7683   0.8247
    236    0.1565    0.3606   0.8703   0.9065   0.7550   0.8239
    237    0.1614    0.3597   0.8636   0.8154   0.8003   0.8078
    238    0.1522    0.4084   0.8711   0.9292   0.7774   0.8466
    239    0.1485    0.3627   0.8586   0.8712   0.8099   0.8395
    240    0.1573    0.3811   0.8638   0.8672   0.7937   0.8288
    241    0.0814    0.3723   0.8514   0.8945   0.7446   0.8127
    242    0.0811    0.2015   0.8331   0.8871   0.7477   0.8114
    243    0.0779    0.1246   0.8444   0.8536   0.8046   0.8284
    244    0.0716    0.0887   0.8492   0.8073   0.8470   0.8267
    245    0.0682    0.0741   0.8619   0.8095   0.8381   0.8235
    246    0.0639    0.0639   0.8595   0.8348   0.8227   0.8287
    247    0.0600    0.0603   0.8554   0.8384   0.8315   0.8350
    248    0.0596    0.0701   0.8623   0.8439   0.8267   0.8352
    249    0.0558    0.0555   0.8662   0.8457   0.8326   0.8391
    250    0.0550    0.0474   0.8716   0.8234   0.8282   0.8258
============================================================
