============================================================
  WOUND DETECTION - YOLO26m - METRICS REPORT
============================================================
  Model         : YOLO26m
  Dataset       : AZH Clinical Wound Dataset
  Run           : runs
  Total Epochs  : 200

  BEST EPOCH BY mAP50
  --------------------------------------------------
  Epoch         : 177
  Box Loss      : 0.2348
  Class Loss    : 0.4254
  mAP50         : 0.8647  (86.5%)
  mAP50-95      : 0.7875  (78.8%)
  Precision     : 0.8337
  Recall        : 0.8112
  F1 Score      : 0.8223

  BEST EPOCH BY F1
  --------------------------------------------------
  Epoch         : 172
  Precision     : 0.8337
  Recall        : 0.8476
  F1 Score      : 0.8406

  CONFIDENCE THRESHOLD RECOMMENDATIONS
  --------------------------------------------------
  Conservative (high precision) : 0.50
  Balanced     (best F1)        : 0.35
  Sensitive    (high recall)    : 0.25  <- medical use

  FULL TRAINING HISTORY
  --------------------------------------------------
  Epoch   BoxLoss   ClsLoss    mAP50     Prec      Rec       F1
      1    1.0298    5.9219   0.1074   0.2184   0.0352   0.0606
      2    0.8445    2.3891   0.4114   0.3169   0.5873   0.4116
      3    0.8613    1.6713   0.4627   0.3872   0.4980   0.4356
      4    0.8839    1.4746   0.5290   0.4283   0.6257   0.5085
      5    0.8079    1.3780   0.4364   0.3691   0.5383   0.4380
      6    0.7945    1.3629   0.4262   0.4454   0.5203   0.4800
      7    0.7597    1.3090   0.6302   0.5772   0.6471   0.6102
      8    0.6936    1.2919   0.6653   0.5281   0.6908   0.5986
      9    0.6840    1.3104   0.7235   0.6321   0.7246   0.6752
     10    0.6682    1.2334   0.5926   0.5484   0.6507   0.5952
     11    0.6604    1.1903   0.6416   0.5019   0.6997   0.5845
     12    0.6636    1.1904   0.6158   0.5576   0.5145   0.5352
     13    0.6102    1.1575   0.6817   0.5442   0.6591   0.5961
     14    0.6269    1.2026   0.4548   0.3486   0.5413   0.4241
     15    0.6151    1.1681   0.6267   0.6536   0.5704   0.6091
     16    0.6204    1.1984   0.5247   0.4554   0.5923   0.5149
     17    0.6026    1.1645   0.6421   0.5270   0.6972   0.6003
     18    0.5809    1.1724   0.6087   0.5157   0.7109   0.5977
     19    0.5828    1.1209   0.6264   0.5018   0.6927   0.5820
     20    0.5901    1.1243   0.6517   0.6049   0.6654   0.6337
     21    0.5498    1.1008   0.6059   0.5025   0.6155   0.5533
     22    0.5353    1.0647   0.6923   0.5503   0.6764   0.6069
     23    0.5294    1.0852   0.6433   0.6045   0.6202   0.6123
     24    0.5787    1.1129   0.6295   0.4017   0.7365   0.5198
     25    0.5360    1.0350   0.7611   0.6221   0.7652   0.6863
     26    0.5401    1.0411   0.7413   0.6540   0.6932   0.6730
     27    0.5600    1.0263   0.7054   0.7266   0.5718   0.6400
     28    0.5443    1.0549   0.7230   0.6515   0.7219   0.6849
     29    0.5122    1.0103   0.6599   0.5511   0.6512   0.5969
     30    0.5055    1.0257   0.7715   0.7903   0.6615   0.7202
     31    0.5216    1.0476   0.6833   0.6576   0.6299   0.6435
     32    0.4913    0.9490   0.7522   0.6228   0.7082   0.6628
     33    0.4736    0.9554   0.7682   0.6882   0.7351   0.7108
     34    0.5045    1.0272   0.7258   0.7453   0.6044   0.6675
     35    0.4951    1.0001   0.7301   0.6486   0.7163   0.6808
     36    0.4917    0.9655   0.7790   0.6478   0.8196   0.7236
     37    0.4987    0.9816   0.6571   0.6966   0.5521   0.6160
     38    0.5089    0.9950   0.7609   0.7203   0.7219   0.7211
     39    0.5064    0.9767   0.7719   0.6571   0.7172   0.6858
     40    0.4896    0.9331   0.7146   0.5575   0.7637   0.6445
     41    0.4827    0.9270   0.7367   0.6273   0.7334   0.6762
     42    0.4862    0.9407   0.7172   0.6916   0.6967   0.6941
     43    0.4676    0.9255   0.7792   0.8287   0.6016   0.6971
     44    0.4690    0.9534   0.7585   0.6979   0.7565   0.7260
     45    0.4634    0.9379   0.7569   0.7140   0.7177   0.7158
     46    0.4848    0.9448   0.7608   0.6676   0.7299   0.6974
     47    0.4830    0.9274   0.7492   0.6333   0.7690   0.6946
     48    0.4345    0.8631   0.7278   0.6683   0.6810   0.6746
     49    0.4266    0.8806   0.7357   0.7283   0.6670   0.6963
     50    0.4703    0.9042   0.7593   0.6422   0.7386   0.6870
     51    0.4526    0.8737   0.7904   0.6609   0.7616   0.7077
     52    0.4255    0.8761   0.7310   0.6724   0.6609   0.6666
     53    0.4251    0.8708   0.7758   0.6693   0.7551   0.7096
     54    0.4390    0.8749   0.7453   0.7016   0.6423   0.6707
     55    0.4420    0.8883   0.7514   0.7277   0.6424   0.6824
     56    0.4327    0.8637   0.7772   0.6965   0.7683   0.7306
     57    0.4271    0.8496   0.7837   0.7818   0.6724   0.7230
     58    0.4376    0.8860   0.6536   0.6661   0.6242   0.6445
     59    0.4313    0.8609   0.8079   0.7367   0.6960   0.7158
     60    0.4079    0.8244   0.7326   0.6185   0.7508   0.6782
     61    0.4215    0.8316   0.6762   0.6023   0.6715   0.6350
     62    0.4184    0.8671   0.7337   0.5793   0.7643   0.6590
     63    0.3896    0.8437   0.7287   0.6690   0.7094   0.6886
     64    0.4334    0.8529   0.7982   0.7438   0.7115   0.7273
     65    0.4292    0.8276   0.7556   0.7606   0.7004   0.7293
     66    0.4448    0.8721   0.7642   0.6940   0.7510   0.7214
     67    0.3818    0.7775   0.7414   0.6376   0.7461   0.6876
     68    0.3895    0.7727   0.6764   0.6397   0.6474   0.6435
     69    0.4000    0.7990   0.7690   0.7347   0.7015   0.7177
     70    0.4091    0.8001   0.7432   0.7549   0.6818   0.7165
     71    0.3879    0.7823   0.7170   0.6090   0.6575   0.6323
     72    0.4026    0.7942   0.8001   0.6589   0.7926   0.7196
     73    0.3937    0.7748   0.7964   0.6997   0.7327   0.7158
     74    0.3971    0.7636   0.7373   0.7056   0.6457   0.6743
     75    0.3874    0.7659   0.7389   0.7899   0.6844   0.7334
     76    0.3891    0.8023   0.7610   0.7040   0.7299   0.7167
     77    0.4076    0.7901   0.7972   0.7068   0.7531   0.7292
     78    0.3794    0.7911   0.7513   0.7576   0.7241   0.7405
     79    0.3831    0.7514   0.8109   0.7386   0.7484   0.7435
     80    0.3840    0.7764   0.7839   0.7037   0.7779   0.7389
     81    0.3722    0.8072   0.7660   0.7842   0.6832   0.7302
     82    0.3574    0.7662   0.7094   0.6089   0.6964   0.6497
     83    0.3717    0.7375   0.7485   0.6705   0.7097   0.6896
     84    0.3800    0.8103   0.7311   0.6759   0.6766   0.6763
     85    0.3696    0.7641   0.8250   0.6818   0.7993   0.7359
     86    0.3681    0.7339   0.7925   0.7513   0.6835   0.7158
     87    0.3866    0.7619   0.7122   0.6812   0.6861   0.6836
     88    0.3704    0.7414   0.7409   0.6638   0.7248   0.6929
     89    0.3766    0.7294   0.7918   0.7367   0.7463   0.7415
     90    0.3625    0.7457   0.7932   0.7469   0.7419   0.7444
     91    0.3426    0.7586   0.8011   0.7775   0.7419   0.7593
     92    0.3431    0.6776   0.8055   0.7082   0.7917   0.7476
     93    0.3660    0.7358   0.7691   0.6733   0.7457   0.7076
     94    0.3396    0.6937   0.8022   0.7256   0.7358   0.7307
     95    0.3738    0.7352   0.7564   0.6130   0.7601   0.6787
     96    0.3434    0.6604   0.7660   0.6479   0.7402   0.6910
     97    0.3659    0.7009   0.7896   0.6878   0.8018   0.7404
     98    0.3379    0.6654   0.7440   0.6239   0.7770   0.6921
     99    0.3316    0.6753   0.7563   0.7734   0.6338   0.6967
    100    0.3239    0.6649   0.7996   0.7318   0.7182   0.7249
    101    0.3449    0.6686   0.7861   0.6551   0.7856   0.7144
    102    0.3259    0.6762   0.7466   0.7711   0.6713   0.7177
    103    0.3335    0.6596   0.7797   0.7594   0.6980   0.7274
    104    0.3515    0.7237   0.8148   0.7814   0.7426   0.7615
    105    0.3404    0.6505   0.7575   0.6196   0.7279   0.6694
    106    0.3469    0.7056   0.7299   0.7491   0.7283   0.7386
    107    0.3358    0.6676   0.7222   0.6561   0.7207   0.6869
    108    0.3276    0.6733   0.8128   0.7507   0.7467   0.7487
    109    0.3217    0.6468   0.8287   0.6988   0.7763   0.7355
    110    0.3084    0.6333   0.8267   0.8508   0.6765   0.7537
    111    0.3318    0.6580   0.8038   0.7321   0.7731   0.7520
    112    0.3230    0.6797   0.7825   0.7346   0.7549   0.7446
    113    0.3082    0.6134   0.8282   0.7624   0.7727   0.7675
    114    0.3187    0.6342   0.7739   0.7347   0.7001   0.7170
    115    0.3194    0.6399   0.8015   0.7149   0.7450   0.7297
    116    0.3256    0.6882   0.8181   0.8363   0.7150   0.7709
    117    0.3208    0.6461   0.7849   0.6983   0.7564   0.7262
    118    0.3142    0.6181   0.7304   0.7029   0.6933   0.6981
    119    0.3146    0.6166   0.8357   0.8452   0.7398   0.7890
    120    0.3095    0.6200   0.8110   0.7156   0.7927   0.7522
    121    0.3152    0.6256   0.8093   0.7711   0.7614   0.7662
    122    0.3035    0.5846   0.8308   0.7755   0.7657   0.7705
    123    0.2934    0.5750   0.8069   0.6807   0.8229   0.7451
    124    0.3154    0.6212   0.7246   0.7614   0.6014   0.6720
    125    0.3202    0.6287   0.7891   0.7018   0.7823   0.7399
