epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
80,477.788,0.40607,0.86555,0.01123,0.7222,0.75659,0.80626,0.79691,0.25486,0.77428,0.01209,0.0068716,0.0068716,0.0068716
81,483.71,0.40087,0.87698,0.01104,0.82882,0.72756,0.82365,0.79978,0.32244,0.8536,0.01566,0.006832,0.006832,0.006832
82,489.636,0.39337,0.80355,0.01077,0.77303,0.80157,0.82995,0.80827,0.26586,0.7608,0.01256,0.0067924,0.0067924,0.0067924
83,495.493,0.38663,0.78788,0.01066,0.73231,0.75086,0.8075,0.79477,0.27245,0.78581,0.013,0.0067528,0.0067528,0.0067528
84,501.54,0.38859,0.8664,0.01072,0.7319,0.78622,0.84241,0.79855,0.38151,0.75304,0.01833,0.0067132,0.0067132,0.0067132
85,507.424,0.39761,0.83824,0.01128,0.75762,0.69124,0.81223,0.74613,0.43134,0.87349,0.02074,0.0066736,0.0066736,0.0066736
86,513.203,0.36667,0.77684,0.01007,0.68442,0.81822,0.83434,0.82501,0.25352,0.79446,0.0119,0.006634,0.006634,0.006634
87,519.157,0.41487,0.8349,0.01141,0.65146,0.79989,0.83265,0.80345,0.31907,0.83427,0.01522,0.0065944,0.0065944,0.0065944
88,524.967,0.39624,0.80235,0.01072,0.79813,0.7713,0.82263,0.74545,0.42903,0.84854,0.02089,0.0065548,0.0065548,0.0065548
89,530.948,0.40035,0.82465,0.01104,0.79352,0.79964,0.8281,0.8213,0.28702,0.8375,0.01377,0.0065152,0.0065152,0.0065152
90,536.912,0.39555,0.79267,0.01089,0.86559,0.75191,0.8435,0.79201,0.37627,0.78018,0.01823,0.0064756,0.0064756,0.0064756
91,542.883,0.37961,0.7873,0.01056,0.81355,0.75628,0.84172,0.82385,0.28014,0.72355,0.01327,0.006436,0.006436,0.006436
92,548.776,0.36067,0.73478,0.00991,0.76112,0.753,0.83005,0.82163,0.26225,0.77528,0.01233,0.0063964,0.0063964,0.0063964
93,554.616,0.37467,0.78939,0.01041,0.72838,0.79741,0.83015,0.76456,0.39905,0.90675,0.01929,0.0063568,0.0063568,0.0063568
94,560.575,0.37438,0.73786,0.0102,0.75725,0.79606,0.81198,0.81023,0.18605,0.79363,0.00887,0.0063172,0.0063172,0.0063172
95,566.685,0.39797,0.80357,0.01092,0.74262,0.77132,0.84683,0.8149,0.33448,0.77086,0.01602,0.0062776,0.0062776,0.0062776
96,572.521,0.36845,0.76073,0.01006,0.81124,0.78294,0.86526,0.86005,0.26299,0.71763,0.01244,0.006238,0.006238,0.006238
97,578.445,0.38484,0.78176,0.01045,0.82491,0.77038,0.84793,0.84784,0.18281,0.72466,0.00842,0.0061984,0.0061984,0.0061984
98,584.352,0.37117,0.7751,0.00983,0.7671,0.78685,0.83615,0.81384,0.27292,0.72592,0.01295,0.0061588,0.0061588,0.0061588
99,590.321,0.36915,0.75288,0.01001,0.72833,0.82774,0.85482,0.85078,0.24644,0.70023,0.01158,0.0061192,0.0061192,0.0061192
100,596.233,0.34846,0.70953,0.00931,0.83097,0.78387,0.84559,0.81145,0.32797,0.73814,0.0157,0.0060796,0.0060796,0.0060796
101,602.913,0.37043,0.70183,0.01017,0.81693,0.77573,0.85539,0.79865,0.40141,0.76771,0.01946,0.00604,0.00604,0.00604
102,608.927,0.38222,0.75092,0.0103,0.7857,0.73338,0.82797,0.80513,0.32603,0.77897,0.01564,0.0060004,0.0060004,0.0060004
103,614.846,0.3821,0.73539,0.01028,0.75987,0.74212,0.82995,0.82995,0.19942,0.73654,0.00946,0.0059608,0.0059608,0.0059608
104,620.84,0.38478,0.767,0.01055,0.72006,0.76499,0.80534,0.80534,0.16316,0.79774,0.00769,0.0059212,0.0059212,0.0059212
105,626.778,0.35862,0.68885,0.00954,0.76037,0.79942,0.83074,0.82785,0.21941,0.76265,0.01029,0.0058816,0.0058816,0.0058816
106,632.578,0.35716,0.72761,0.00965,0.87349,0.74185,0.86214,0.85706,0.23333,0.64142,0.0111,0.005842,0.005842,0.005842
107,638.721,0.36648,0.73952,0.00995,0.74744,0.82452,0.85089,0.84644,0.26776,0.64187,0.01266,0.0058024,0.0058024,0.0058024
108,644.57,0.35899,0.72067,0.00961,0.83564,0.75556,0.84422,0.84422,0.21769,0.70732,0.0102,0.0057628,0.0057628,0.0057628
109,650.423,0.36251,0.72287,0.00981,0.82506,0.73705,0.83842,0.83842,0.13553,0.74975,0.00633,0.0057232,0.0057232,0.0057232
110,656.344,0.36522,0.70839,0.00975,0.79705,0.72664,0.80942,0.80942,0.21405,0.81029,0.01008,0.0056836,0.0056836,0.0056836
111,662.292,0.3627,0.73832,0.00974,0.77195,0.73547,0.81064,0.81064,0.2157,0.95555,0.01015,0.005644,0.005644,0.005644
112,668.229,0.35148,0.7607,0.00955,0.74242,0.81937,0.83732,0.83732,0.18481,0.79139,0.00874,0.0056044,0.0056044,0.0056044
