epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2
107,1889.35,0.35498,0.66315,0.01,0.74133,0.78525,0.84066,0.83455,0.20523,0.73438,0.00954,0.0058024,0.0058024,0.0058024
108,1906.85,0.33658,0.63443,0.00911,0.76798,0.75124,0.82126,0.79329,0.30419,0.80251,0.01436,0.0057628,0.0057628,0.0057628
109,1924.51,0.32523,0.66069,0.00899,0.75323,0.79172,0.83757,0.83116,0.20393,0.72394,0.00955,0.0057232,0.0057232,0.0057232
110,1942.07,0.3625,0.67288,0.00995,0.70175,0.68279,0.74586,0.7432,0.14892,1.06052,0.00696,0.0056836,0.0056836,0.0056836
111,1959.63,0.33135,0.62187,0.00901,0.84189,0.67719,0.80082,0.78711,0.23808,0.8295,0.01128,0.005644,0.005644,0.005644
112,1977.25,0.33613,0.64147,0.00922,0.90166,0.63963,0.79073,0.77767,0.19413,0.94191,0.00915,0.0056044,0.0056044,0.0056044
113,1994.88,0.32766,0.58835,0.00877,0.8126,0.69671,0.8142,0.81117,0.237,0.84997,0.01119,0.0055648,0.0055648,0.0055648
114,2012.39,0.35173,0.67557,0.00953,0.76696,0.78008,0.82831,0.82533,0.16926,0.75558,0.00796,0.0055252,0.0055252,0.0055252
115,2029.9,0.34786,0.60481,0.0094,0.7551,0.74726,0.81156,0.80589,0.26999,0.83069,0.01283,0.0054856,0.0054856,0.0054856
116,2047.41,0.33575,0.59804,0.00906,0.79717,0.7526,0.82226,0.81887,0.19531,0.73239,0.00916,0.005446,0.005446,0.005446
117,2064.92,0.31862,0.57673,0.00867,0.73591,0.78936,0.82288,0.81859,0.17031,0.80292,0.00792,0.0054064,0.0054064,0.0054064
118,2082.57,0.3404,0.59015,0.00906,0.76675,0.76358,0.78477,0.77803,0.23426,0.96613,0.01104,0.0053668,0.0053668,0.0053668
119,2100.05,0.33578,0.60573,0.0091,0.84159,0.75061,0.842,0.83416,0.23983,0.74009,0.01137,0.0053272,0.0053272,0.0053272
120,2117.53,0.30172,0.57116,0.00817,0.74837,0.75005,0.82033,0.8159,0.19475,0.79873,0.0092,0.0052876,0.0052876,0.0052876
121,2135.04,0.31653,0.59641,0.00847,0.78653,0.62614,0.74621,0.74484,0.18406,1.02256,0.00865,0.005248,0.005248,0.005248
122,2154.5,0.30622,0.62101,0.00828,0.71848,0.73004,0.79017,0.79017,0.19866,0.8365,0.00932,0.0052084,0.0052084,0.0052084
123,2172.66,0.32055,0.60612,0.00862,0.72499,0.81282,0.83664,0.82544,0.19255,0.69833,0.00899,0.0051688,0.0051688,0.0051688
124,2190.12,0.3372,0.57915,0.0093,0.75693,0.79983,0.84068,0.83556,0.20088,0.79145,0.0095,0.0051292,0.0051292,0.0051292
125,2207.61,0.3155,0.55113,0.00851,0.79866,0.74509,0.82579,0.82444,0.20835,0.84467,0.00978,0.0050896,0.0050896,0.0050896
126,2225.09,0.29796,0.56072,0.00804,0.67982,0.80325,0.82734,0.82734,0.172,0.78805,0.00807,0.00505,0.00505,0.00505
127,2242.62,0.31119,0.57137,0.00836,0.78515,0.71332,0.80768,0.80727,0.19973,0.88727,0.0094,0.0050104,0.0050104,0.0050104
128,2260.28,0.31811,0.6248,0.00846,0.80419,0.77698,0.82315,0.82315,0.14415,0.79923,0.00668,0.0049708,0.0049708,0.0049708
129,2277.77,0.32611,0.60512,0.00904,0.82503,0.70083,0.80026,0.80026,0.14319,0.8885,0.00668,0.0049312,0.0049312,0.0049312
130,2295.28,0.31702,0.61205,0.00849,0.79831,0.74236,0.81045,0.8096,0.16496,0.8184,0.00775,0.0048916,0.0048916,0.0048916
131,2312.8,0.32243,0.56337,0.00867,0.73976,0.85049,0.83814,0.83791,0.15308,0.72601,0.00707,0.004852,0.004852,0.004852
132,2330.48,0.29197,0.59722,0.00772,0.85708,0.738,0.85024,0.84997,0.15629,0.68,0.00728,0.0048124,0.0048124,0.0048124
133,2347.97,0.31161,0.56115,0.00822,0.71502,0.75141,0.79576,0.79242,0.12855,0.82331,0.0059,0.0047728,0.0047728,0.0047728
134,2365.57,0.28945,0.54884,0.0077,0.69898,0.80712,0.80525,0.79965,0.18308,0.7805,0.00856,0.0047332,0.0047332,0.0047332
135,2383.08,0.3057,0.59462,0.00825,0.69669,0.78231,0.7915,0.7892,0.1971,0.79709,0.0093,0.0046936,0.0046936,0.0046936
136,2400.73,0.29203,0.53941,0.00782,0.69956,0.76247,0.76152,0.75953,0.17008,0.87198,0.00796,0.004654,0.004654,0.004654
137,2418.4,0.31296,0.60851,0.00847,0.75689,0.73457,0.79971,0.79971,0.14722,0.79767,0.00688,0.0046144,0.0046144,0.0046144
138,2435.9,0.31016,0.59628,0.00829,0.79798,0.76165,0.79797,0.79797,0.14138,0.86925,0.00653,0.0045748,0.0045748,0.0045748
139,2454.62,0.31067,0.56604,0.00823,0.83432,0.73157,0.80312,0.80312,0.14321,0.83438,0.00666,0.0045352,0.0045352,0.0045352
140,2472.12,0.2874,0.58486,0.00771,0.72382,0.77904,0.82208,0.82135,0.14587,0.87458,0.0068,0.0044956,0.0044956,0.0044956
141,2489.62,0.29404,0.57375,0.00788,0.76585,0.6756,0.78741,0.78341,0.23636,0.81026,0.01113,0.004456,0.004456,0.004456
142,2507.2,0.29599,0.53885,0.00783,0.75775,0.82936,0.85485,0.85347,0.16496,0.65453,0.00776,0.0044164,0.0044164,0.0044164
143,2524.83,0.28983,0.52808,0.00768,0.75758,0.82599,0.87517,0.87517,0.12273,0.63628,0.0057,0.0043768,0.0043768,0.0043768
144,2542.48,0.29548,0.54441,0.00781,0.73707,0.81817,0.82568,0.82568,0.18189,0.76462,0.00856,0.0043372,0.0043372,0.0043372
145,2560.11,0.28673,0.52709,0.00772,0.68198,0.76634,0.77426,0.77426,0.16666,0.93272,0.00781,0.0042976,0.0042976,0.0042976
146,2577.61,0.27682,0.54056,0.00742,0.81371,0.7343,0.78963,0.78963,0.10523,0.89512,0.00485,0.004258,0.004258,0.004258
147,2595.12,0.28179,0.53426,0.00757,0.86556,0.77165,0.86561,0.85249,0.2292,0.62727,0.01084,0.0042184,0.0042184,0.0042184
148,2612.59,0.27867,0.48503,0.00756,0.79481,0.75218,0.85797,0.85425,0.21038,0.71357,0.00995,0.0041788,0.0041788,0.0041788
149,2630.22,0.26789,0.54918,0.00728,0.72354,0.77949,0.82767,0.82443,0.17422,0.7795,0.00815,0.0041392,0.0041392,0.0041392
150,2647.71,0.27319,0.48842,0.00734,0.76414,0.78794,0.81011,0.79907,0.21307,0.86843,0.01,0.0040996,0.0040996,0.0040996
151,2665.19,0.27118,0.55964,0.00728,0.85187,0.70961,0.79607,0.79607,0.16662,0.87924,0.00786,0.00406,0.00406,0.00406
152,2682.8,0.26289,0.54995,0.00698,0.82608,0.77272,0.84208,0.82663,0.25799,0.86188,0.01226,0.0040204,0.0040204,0.0040204
153,2700.28,0.27627,0.5547,0.00747,0.81053,0.74997,0.82733,0.82583,0.19273,0.79039,0.00903,0.0039808,0.0039808,0.0039808
